,accuracy,database_address,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
0,ROOFTOP,MILLER AVE & BROAD ST,"3 Miller Ave, Shoreham, NY 11786, USA",ChIJMefNM_9n6IkRcv0mWZKPN0o,MILLER AVE & BROAD ST,40.9510004,-72.8918932,1,11786,OK,"establishment,point_of_interest,school"
1,ROOFTOP,160 BENEDICT ST,"160 Benedict St, Providence, RI 02909, USA",ChIJgw79m4dF5IkRjiY9H0u0v7g,160 BENEDICT ST,41.8058941,-71.4393122,1,02909,OK,premise
2,ROOFTOP,340 BROAD ST,"340 Broad, Wadsworth, OH 44281, USA",ChIJLROoA6fNMIgRZ25UNzrzv3M,340 BROAD ST,41.0258234,-81.72073019999999,2,44281,OK,premise
3,ROOFTOP,340 BROAD ST,"340 Broad, Wadsworth, OH 44281, USA",ChIJLROoA6fNMIgRZ25UNzrzv3M,340 BROAD ST,41.0258234,-81.72073019999999,2,44281,OK,premise
4,ROOFTOP,99 KENNEDY PLZ,"99 Kennedy Plaza, Providence, RI 02903, USA",ChIJR7wUVRFF5IkR019VLu6PGQo,99 KENNEDY PLZ,41.824537,-71.41223699999999,1,02903,OK,street_address
5,GEOMETRIC_CENTER,BROAD ST & SOMERSET ST,"Broad St, Philadelphia, PA, USA",ChIJW55gNOnFxokRcdhWogLTLc8,BROAD ST & SOMERSET ST,39.9135043,-75.1724267,2,,OK,route
6,GEOMETRIC_CENTER,BROAD ST & SOMERSET ST,"Broad St, Philadelphia, PA, USA",ChIJW55gNOnFxokRcdhWogLTLc8,BROAD ST & SOMERSET ST,39.9135043,-75.1724267,2,,OK,route
7,ROOFTOP,361 CHARLES ST,"361 Charles St, Blacksburg, VA 24060, USA",ChIJhaSMQbGVTYgRXvi-H6aFzgg,361 CHARLES ST,37.21210000000001,-80.395,1,24060,OK,street_address
8,ROOFTOP,PORTLAND ST & BROAD ST,"302 Portland St, Iola, KS 66749, USA",ChIJf80DHtD0uIcRNEes0BNiZyA,PORTLAND ST & BROAD ST,37.9098208,-95.4017676,1,66749,OK,"establishment,point_of_interest"
9,ROOFTOP,38 PHEBE ST,"38 Phebe St, Providence, RI 02904, USA",ChIJg9nAxE9E5IkR4MWfcyifN1k,38 PHEBE ST,41.8520382,-71.442613,2,02904,OK,premise
10,GEOMETRIC_CENTER,DYER ST & CLIFFORD ST,"Dyer St, Los Angeles, CA 91342, USA",ChIJ7wxy8yuOwoARyUE2SlkoEho,DYER ST & CLIFFORD ST,34.3158286,-118.430816,2,91342,OK,route
11,ROOFTOP,10 DORRANCE ST,"10 Dorrance St, Providence, RI 02903, USA",ChIJ15qWAxRF5IkRPdafpjYhBRU,10 DORRANCE ST,41.8239722,-71.4118003,2,02903,OK,premise
12,ROOFTOP,380 HOPE ST,"380 Hope St, Stamford, CT 06906, USA",ChIJ9b29qrqhwokRIxHLmR5yQ_U,380 HOPE ST,41.0728342,-73.52414279999999,2,06906,OK,premise
13,ROOFTOP,29 BAINBRIDGE AVE,"29 Bainbridge Ave, Ladera Ranch, CA 92694, USA",ChIJBXnA2dTt3IARM9XbSvw-yLM,29 BAINBRIDGE AVE,33.556555,-117.6402986,1,92694,OK,premise
14,GEOMETRIC_CENTER,BROAD ST & CLAVERICK ST,"Broad St, Philadelphia, PA, USA",ChIJW55gNOnFxokRcdhWogLTLc8,BROAD ST & CLAVERICK ST,39.9135043,-75.1724267,2,,OK,route
15,GEOMETRIC_CENTER,DAVE GAVITT WAY & WASHINGTON ST,"Dave Gavitt Way, Providence, RI 02903, USA",ChIJGf5kVW1F5IkRfmIRzUq0wI4,DAVE GAVITT WAY & WASHINGTON ST,41.8202201,-71.418832,1,02903,OK,route
16,ROOFTOP,325 WASHINGTON ST,"325 Washington St, Providence, RI 02903, USA",ChIJH4oA53JF5IkRua4IdGaOx1Y,325 WASHINGTON ST,41.8197292,-71.4203694,1,02903,OK,premise
17,ROOFTOP,71 RICHMOND ST,"71 Richmond St, Providence, RI 02903, USA",ChIJuwjlpBRF5IkRD_7nZin85ow,71 RICHMOND ST,41.8203136,-71.4115116,2,02903,OK,street_address
18,ROOFTOP,325 WASHINGTON ST,"325 Washington St, Providence, RI 02903, USA",ChIJH4oA53JF5IkRua4IdGaOx1Y,325 WASHINGTON ST,41.8197292,-71.4203694,1,02903,OK,premise
19,ROOFTOP,170 CAMDEN AVE,"170 Camden Ave, Staten Island, NY 10309, USA",ChIJm1ivHabKw4kRLaKZ2QSWL4k,170 CAMDEN AVE,40.5083399,-74.229809,2,10309,OK,street_address
20,ROOFTOP,825 CHALKSTONE AVE,"825 Chalkstone Ave, Providence, RI 02908, USA",ChIJj5wI1KhF5IkRjIx1y28FMQQ,825 CHALKSTONE AVE,41.8351848,-71.4355921,1,02908,OK,premise
21,ROOFTOP,17 RING ST,"17 Ring St, Providence, RI 02909, USA",ChIJGVRmyJ9F5IkRWxiNZGEIETE,17 RING ST,41.820966,-71.431271,1,02909,OK,street_address
22,ROOFTOP,4 RICHMOND SQ,"4 Richmond Square, Providence, RI 02906, USA",ChIJv4HVF9Na5IkRWp2or67pxzk,4 RICHMOND SQ,41.827172,-71.3809519,1,02906,OK,street_address
23,ROOFTOP,318 CHALKSTONE AVE,"318 Chalkstone Ave, Providence, RI 02908, USA",ChIJ7dcLSANF5IkRNQwBTMvO66Y,318 CHALKSTONE AVE,41.8363023,-71.418926,1,02908,OK,premise
24,GEOMETRIC_CENTER,RALPH ST & EASTWOOD AVE,"Davis St & Ralph St, Akron, OH 44310, USA",ChIJpYzuCUcoMYgRj75D9OjSFNQ,RALPH ST & EASTWOOD AVE,41.0996248,-81.4921419,1,44310,OK,"bus_station,establishment,point_of_interest,transit_station"
25,GEOMETRIC_CENTER,RALPH ST & EASTWOOD AVE,"Davis St & Ralph St, Akron, OH 44310, USA",ChIJpYzuCUcoMYgRj75D9OjSFNQ,RALPH ST & EASTWOOD AVE,41.0996248,-81.4921419,1,44310,OK,"bus_station,establishment,point_of_interest,transit_station"
26,GEOMETRIC_CENTER,52 PINE ST,"52nd St & Pine St - FS, Philadelphia, PA 19143, USA",ChIJgWZYQMLGxokRNCHa1Oer-Tc,52 PINE ST,39.953695,-75.226124,1,19143,OK,"bus_station,establishment,point_of_interest,transit_station"
27,ROOFTOP,234 WASHINGTON ST,"234 Washington Ave, Miami Beach, FL 33139, USA",ChIJf2zXyPO02YgRVbl0nCY6QrU,234 WASHINGTON ST,25.7718557,-80.1350295,2,33139,OK,premise
28,ROOFTOP,111 WESTMINSTER ST,"111 Westminster St, Providence, RI 02903, USA",ChIJ1w2qpBZF5IkR8x-KWkUR6H0,111 WESTMINSTER ST,41.8244881,-71.41112729999999,2,02903,OK,street_address
29,ROOFTOP,99 KENNEDY PLZ,"99 Kennedy Plaza, Providence, RI 02903, USA",ChIJR7wUVRFF5IkR019VLu6PGQo,99 KENNEDY PLZ,41.824537,-71.41223699999999,1,02903,OK,street_address
30,ROOFTOP,24 TAPPAN ST,"24 Tappan St, Kearny, NJ 07032, USA",ChIJPVe48GtUwokRbP4gxGD1Gyg,24 TAPPAN ST,40.7546608,-74.15259940000001,2,07032,OK,premise
31,ROOFTOP,1 LASALLE SQ,"1 La Salle Square, Providence, RI 02903, USA",ChIJmTDchw1F5IkRFXTVt5-AlA8,1 LASALLE SQ,41.8235105,-71.4182477,1,02903,OK,premise
32,ROOFTOP,11 DORRANCE ST,"11 Dorrance St, Providence, RI 02903, USA",ChIJ3cet5hNF5IkR_2VkLsx2UDQ,11 DORRANCE ST,41.824317,-71.413276,1,02903,OK,street_address
33,ROOFTOP,200 DYER ST,"200 Dyer St, Providence, RI 02903, USA",ChIJq1fSoRVF5IkR2Vkl6UUqPLc,200 DYER ST,41.82138330000001,-71.4077648,1,02903,OK,street_address
34,GEOMETRIC_CENTER,RAYMOND ST & VALLEY ST,"Raymond St & I-65, Indianapolis, IN 46203, USA",ChIJfR-pBmJaa4gRrfK1a45USPg,RAYMOND ST & VALLEY ST,39.737503,-86.134773,1,46203,OK,"bus_station,establishment,point_of_interest,transit_station"
35,GEOMETRIC_CENTER,RAYMOND ST & VALLEY ST,"Raymond St & I-65, Indianapolis, IN 46203, USA",ChIJfR-pBmJaa4gRrfK1a45USPg,RAYMOND ST & VALLEY ST,39.737503,-86.134773,1,46203,OK,"bus_station,establishment,point_of_interest,transit_station"
36,GEOMETRIC_CENTER,RAYMOND ST & VALLEY ST,"Raymond St & I-65, Indianapolis, IN 46203, USA",ChIJfR-pBmJaa4gRrfK1a45USPg,RAYMOND ST & VALLEY ST,39.737503,-86.134773,1,46203,OK,"bus_station,establishment,point_of_interest,transit_station"
37,GEOMETRIC_CENTER,RAYMOND ST & VALLEY ST,"Raymond St & I-65, Indianapolis, IN 46203, USA",ChIJfR-pBmJaa4gRrfK1a45USPg,RAYMOND ST & VALLEY ST,39.737503,-86.134773,1,46203,OK,"bus_station,establishment,point_of_interest,transit_station"
38,GEOMETRIC_CENTER,DEAN ST & KINSLEY AVE,"Dean St, Brooklyn, NY, USA",ChIJ1WwNsKJbwokRGOH8-jdl0uw,DEAN ST & KINSLEY AVE,40.6768827,-73.94984500000001,1,,OK,route
39,GEOMETRIC_CENTER,WESTMINSTER ST & DAVE GAVITT WAY,"Westminster St, Providence, RI, USA",ChIJ_XsS5nRF5IkRxYY05f6G7AA,WESTMINSTER ST & DAVE GAVITT WAY,41.8171825,-71.4257801,2,,OK,route
40,ROOFTOP,ACADEMY AVE & BELMONT AVE,"94 Academy Ave, Weymouth, MA 02189, USA",ChIJWU1w67Jj44kRQJI1yKzdoYk,ACADEMY AVE & BELMONT AVE,42.2198284,-70.9418405,1,02189,OK,"establishment,point_of_interest,school"
41,GEOMETRIC_CENTER,DAVE GAVITT WAY & WASHINGTON ST,"Dave Gavitt Way, Providence, RI 02903, USA",ChIJGf5kVW1F5IkRfmIRzUq0wI4,DAVE GAVITT WAY & WASHINGTON ST,41.8202201,-71.418832,1,02903,OK,route
42,ROOFTOP,761 N  MAIN ST,"761 N Main St, Mooresville, NC 28115, USA",ChIJ32p0M93_U4gRzk1cbitpG_I,761 N  MAIN ST,35.5869082,-80.7992132,2,28115,OK,premise
43,ROOFTOP,6 OLNEYVILLE SQ,"6 Olneyville Square, Providence, RI 02909, USA",ChIJl6nKa5BF5IkRDoe2fz3KhZE,6 OLNEYVILLE SQ,41.8166185,-71.44319589999999,1,02909,OK,street_address
44,ROOFTOP,6 OLNEYVILLE SQ,"6 Olneyville Square, Providence, RI 02909, USA",ChIJl6nKa5BF5IkRDoe2fz3KhZE,6 OLNEYVILLE SQ,41.8166185,-71.44319589999999,1,02909,OK,street_address
45,ROOFTOP,6 OLNEYVILLE SQ,"6 Olneyville Square, Providence, RI 02909, USA",ChIJl6nKa5BF5IkRDoe2fz3KhZE,6 OLNEYVILLE SQ,41.8166185,-71.44319589999999,1,02909,OK,street_address
46,ROOFTOP,180 WASHINGTON AVE,"180 Washington Ave, Albany, NY 12210, USA",ChIJUX4hfjAK3okRlZNyYjA0E30,180 WASHINGTON AVE,42.6558704,-73.762472,2,12210,OK,"establishment,premise"
47,ROOFTOP,180 WASHINGTON AVE,"180 Washington Ave, Albany, NY 12210, USA",ChIJUX4hfjAK3okRlZNyYjA0E30,180 WASHINGTON AVE,42.6558704,-73.762472,2,12210,OK,"establishment,premise"
48,ROOFTOP,180 WASHINGTON AVE,"180 Washington Ave, Albany, NY 12210, USA",ChIJUX4hfjAK3okRlZNyYjA0E30,180 WASHINGTON AVE,42.6558704,-73.762472,2,12210,OK,"establishment,premise"
49,ROOFTOP,180 WASHINGTON AVE,"180 Washington Ave, Albany, NY 12210, USA",ChIJUX4hfjAK3okRlZNyYjA0E30,180 WASHINGTON AVE,42.6558704,-73.762472,2,12210,OK,"establishment,premise"
50,ROOFTOP,180 WASHINGTON AVE,"180 Washington Ave, Albany, NY 12210, USA",ChIJUX4hfjAK3okRlZNyYjA0E30,180 WASHINGTON AVE,42.6558704,-73.762472,2,12210,OK,"establishment,premise"
51,ROOFTOP,180 WASHINGTON AVE,"180 Washington Ave, Albany, NY 12210, USA",ChIJUX4hfjAK3okRlZNyYjA0E30,180 WASHINGTON AVE,42.6558704,-73.762472,2,12210,OK,"establishment,premise"
52,ROOFTOP,180 WASHINGTON AVE,"180 Washington Ave, Albany, NY 12210, USA",ChIJUX4hfjAK3okRlZNyYjA0E30,180 WASHINGTON AVE,42.6558704,-73.762472,2,12210,OK,"establishment,premise"
53,GEOMETRIC_CENTER,CHAD BROWN ST & MARCH ST,"Chad Brown St, Providence, RI 02908, USA",ChIJwzBcNABF5IkRPFU34HXwxLU,CHAD BROWN ST & MARCH ST,41.8392775,-71.42582689999999,1,02908,OK,route
54,ROOFTOP,DOUGLAS AVE & BERKSHIRE ST,"5131 Douglas Ave, Racine, WI 53402, USA",ChIJH3vh8wtBBYgR21P1NUknyTY,DOUGLAS AVE & BERKSHIRE ST,42.7867936,-87.80749089999999,1,53402,OK,"establishment,food,meal_takeaway,point_of_interest,restaurant,store"
55,GEOMETRIC_CENTER,BROAD ST & GALLATIN ST,"Broad St, Philadelphia, PA, USA",ChIJW55gNOnFxokRcdhWogLTLc8,BROAD ST & GALLATIN ST,39.9135043,-75.1724267,2,,OK,route
56,ROOFTOP,VALLEY ST & DELAINE ST,"14000 US-82, Itta Bena, MS 38941, USA",ChIJ8b_YPHFBKoYRmgMUpKkamFk,VALLEY ST & DELAINE ST,33.5126982,-90.3416715,1,38941,OK,"establishment,point_of_interest,university"
57,ROOFTOP,VALLEY ST & DELAINE ST,"14000 US-82, Itta Bena, MS 38941, USA",ChIJ8b_YPHFBKoYRmgMUpKkamFk,VALLEY ST & DELAINE ST,33.5126982,-90.3416715,1,38941,OK,"establishment,point_of_interest,university"
58,ROOFTOP,1125 N  MAIN ST,"1125 N Main St, Providence, RI 02904, USA",ChIJ0eex38NE5IkRbK0T_PogmDk,1125 N  MAIN ST,41.851396,-71.4018324,4,02904,OK,street_address
59,ROOFTOP,1125 N  MAIN ST,"1125 N Main St, Providence, RI 02904, USA",ChIJ0eex38NE5IkRbK0T_PogmDk,1125 N  MAIN ST,41.851396,-71.4018324,4,02904,OK,street_address
60,ROOFTOP,164 SUMMIT AVE,"164 Summit Ave, Providence, RI 02906, USA",ChIJf-Jhk8ZE5IkRkMHLA05R6kE,164 SUMMIT AVE,41.851722,-71.398257,4,02906,OK,street_address
61,ROOFTOP,480 CHARLES ST,"480 Charles St, St Marys, GA 31558, USA",ChIJlV0sDQoD5YgR6zpzicPK5yg,480 CHARLES ST,30.7603064,-81.5774439,1,31558,OK,premise
62,ROOFTOP,1140 N  MAIN ST,"1140 N Main St, Williamstown, NJ 08094, USA",ChIJa9MMqP_UxokR_o4O8_3fK20,1140 N  MAIN ST,39.700199,-75.012159,9,08094,OK,street_address
63,ROOFTOP,1075 N  MAIN ST,"1075 N Main St, Providence, RI 02904, USA",ChIJYUVpr8NE5IkRPm1XJVYrJLM,1075 N  MAIN ST,41.8496207,-71.40283389999999,5,02904,OK,street_address
64,ROOFTOP,1075 N  MAIN ST,"1075 N Main St, Providence, RI 02904, USA",ChIJYUVpr8NE5IkRPm1XJVYrJLM,1075 N  MAIN ST,41.8496207,-71.40283389999999,5,02904,OK,street_address
65,GEOMETRIC_CENTER,SMITHFIELD AVE & OVERPASS,"Smithfield Ave, Rhode Island, USA",ChIJF19P0Z9E5IkRt3QseLmX4xY,SMITHFIELD AVE & OVERPASS,41.87569389999999,-71.414734,1,,OK,route
66,ROOFTOP,164 SUMMIT AVE,"164 Summit Ave, Providence, RI 02906, USA",ChIJf-Jhk8ZE5IkRkMHLA05R6kE,164 SUMMIT AVE,41.851722,-71.398257,4,02906,OK,street_address
67,ROOFTOP,164 SUMMIT AVE,"164 Summit Ave, Providence, RI 02906, USA",ChIJf-Jhk8ZE5IkRkMHLA05R6kE,164 SUMMIT AVE,41.851722,-71.398257,4,02906,OK,street_address
68,RANGE_INTERPOLATED,20 CEMETERY ST,"20 Cemetery St, Concord, NH 03301, USA",EiYyMCBDZW1ldGVyeSBTdCwgQ29uY29yZCwgTkggMDMzMDEsIFVTQSIaEhgKFAoSCQ1iBW4Na-KJEZlisrzCkqJ6EBQ,20 CEMETERY ST,43.2423212,-71.53530769999999,1,03301,OK,street_address
69,ROOFTOP,150 CORLISS ST,"150 Corliss St, Providence, RI 02904, USA",ChIJu4KW3eNE5IkRHy5DwmfO6tQ,150 CORLISS ST,41.8425008,-71.4126352,2,02904,OK,premise
70,ROOFTOP,3 HEBRON ST,"245 S 13th St, Hebron, NE 68370, USA",ChIJW-k9i6KRl4cR3Tz2vwIR2Z8,3 HEBRON ST,40.1644442,-97.5769806,1,68370,OK,"establishment,food,point_of_interest,restaurant"
71,ROOFTOP,148 W  RIVER ST,"148 W River St, Providence, RI 02904, USA",ChIJY-TlhONE5IkR5Qtqj49uXIY,148 W  RIVER ST,41.8436971,-71.4146298,2,02904,OK,premise
72,ROOFTOP,69 BATH ST,"69 Bath St, Ballston Spa, NY 12020, USA",ChIJXQNH8aJA3okRDtlo20cz-Rg,69 BATH ST,43.002803,-73.8511554,2,12020,OK,street_address
73,ROOFTOP,51 SILVER SPRING ST,"51 Silver Spring St, Providence, RI 02904, USA",ChIJd5Blr-RE5IkR3o8xZAbC5E4,51 SILVER SPRING ST,41.844888,-71.4167222,2,02904,OK,street_address
74,ROOFTOP,1200 BROAD ST,"1200 Broad St Suite 300, Durham, NC 27705, USA",ChIJqeVyjfrjrIkRo2mUpwO1fhQ,1200 BROAD ST,36.017331,-78.918753,1,27705,OK,"dentist,doctor,establishment,health,point_of_interest"
75,ROOFTOP,46 SHILOH ST,"46 Shiloh St, Morton, IL 61550, USA",ChIJualYhQn_CogRgy7O7K7W54A,46 SHILOH ST,40.6073591,-89.4381834,1,61550,OK,premise
76,ROOFTOP,51 SILVER SPRING ST,"51 Silver Spring St, Providence, RI 02904, USA",ChIJd5Blr-RE5IkR3o8xZAbC5E4,51 SILVER SPRING ST,41.844888,-71.4167222,2,02904,OK,street_address
77,ROOFTOP,51 SILVER SPRING ST,"51 Silver Spring St, Providence, RI 02904, USA",ChIJd5Blr-RE5IkR3o8xZAbC5E4,51 SILVER SPRING ST,41.844888,-71.4167222,2,02904,OK,street_address
78,ROOFTOP,480 CHARLES ST,"480 Charles St, St Marys, GA 31558, USA",ChIJlV0sDQoD5YgR6zpzicPK5yg,480 CHARLES ST,30.7603064,-81.5774439,1,31558,OK,premise
79,ROOFTOP,480 CHARLES ST,"480 Charles St, St Marys, GA 31558, USA",ChIJlV0sDQoD5YgR6zpzicPK5yg,480 CHARLES ST,30.7603064,-81.5774439,1,31558,OK,premise
80,ROOFTOP,361 CHARLES ST,"361 Charles St, Blacksburg, VA 24060, USA",ChIJhaSMQbGVTYgRXvi-H6aFzgg,361 CHARLES ST,37.21210000000001,-80.395,1,24060,OK,street_address
81,ROOFTOP,480 CHARLES ST,"480 Charles St, St Marys, GA 31558, USA",ChIJlV0sDQoD5YgR6zpzicPK5yg,480 CHARLES ST,30.7603064,-81.5774439,1,31558,OK,premise
82,RANGE_INTERPOLATED,50 ARGOL ST,"50 Argol St, Providence, RI 02904, USA",EiY1MCBBcmdvbCBTdCwgUHJvdmlkZW5jZSwgUkkgMDI5MDQsIFVTQSIaEhgKFAoSCV0MKezsROSJEcohc9FKs8FvEDI,50 ARGOL ST,41.8567147,-71.4142129,1,02904,OK,street_address
83,ROOFTOP,400 CHARLES ST,"400 Charles St, Mobile, AL 36604, USA",ChIJl7RHujZOmogRRV2F07MCXgU,400 CHARLES ST,30.6794649,-88.05669329999999,1,36604,OK,premise
84,ROOFTOP,505 SILVER SPRING ST,"505 Silver Spring St, Providence, RI 02904, USA",ChIJhbdPE-tE5IkRws2WdV2ZuHU,505 SILVER SPRING ST,41.8561912,-71.4105943,1,02904,OK,premise
85,ROOFTOP,333 W  RIVER ST,"333 W River St, Providence, RI 02904, USA",ChIJUR5fneZE5IkRkj6Mzauhkog,333 W  RIVER ST,41.8452736,-71.4119394,2,02904,OK,premise
86,ROOFTOP,592 CHARLES ST,"592 Charles St, Perth Amboy, NJ 08861, USA",ChIJz7uIbYC1w4kR5yyQx5hJz4U,592 CHARLES ST,40.5182716,-74.2666021,1,08861,OK,premise
87,ROOFTOP,400 ADMIRAL ST,"400 Admiral St, Providence, RI 02908, USA",ChIJdRRFWv9E5IkRT9C6yFozPe8,400 ADMIRAL ST,41.8458322,-71.42945499999999,1,02908,OK,premise
88,ROOFTOP,100 ROYAL LITTLE DR,"100 Royal Little Dr, Providence, RI 02904, USA",ChIJs0MV1e5E5IkRD6mbN2Ygcps,100 ROYAL LITTLE DR,41.8509479,-71.4122177,1,02904,OK,premise
89,ROOFTOP,1 CUNNINGHAM SQ,"Harkins Hall, 1 Cunningham Square, Providence, RI 02908, USA",ChIJDw9hO1NE5IkR1CEr6kQf9bI,1 CUNNINGHAM SQ,41.8441035,-71.4379605,1,02908,OK,premise
90,RANGE_INTERPOLATED,250 CHAD BROWN ST,"250 Chad Brown St, Providence, RI 02908, USA",EiwyNTAgQ2hhZCBCcm93biBTdCwgUHJvdmlkZW5jZSwgUkkgMDI5MDgsIFVTQSIbEhkKFAoSCaEvm_j9ROSJESA0DA4ESP30EPoB,250 CHAD BROWN ST,41.8407534,-71.42407539999999,1,02908,OK,street_address
91,ROOFTOP,50 MCMILLEN,"50 McMillen Ave, Columbus, OH 43201, USA",ChIJs5E-mcaOOIgRjiSygFajbXg,50 MCMILLEN,39.991206,-83.00770299999999,1,43201,OK,street_address
92,ROOFTOP,480 CHARLES ST,"480 Charles St, St Marys, GA 31558, USA",ChIJlV0sDQoD5YgR6zpzicPK5yg,480 CHARLES ST,30.7603064,-81.5774439,1,31558,OK,premise
93,ROOFTOP,25 BATH ST,"25 Bath St, Ballston Spa, NY 12020, USA",ChIJjQi-haJA3okR0mebrV8sgLA,25 BATH ST,43.0016702,-73.85107239999999,2,12020,OK,premise
94,ROOFTOP,13 CERES ST,"13 Cerise St, Wantirna South VIC 3152, Australia",ChIJe5hfEy481moRPpAZqnOACyI,13 CERES ST,-37.8804705,145.2356658,1,3152,OK,street_address
95,ROOFTOP,480 CHARLES ST,"480 Charles St, St Marys, GA 31558, USA",ChIJlV0sDQoD5YgR6zpzicPK5yg,480 CHARLES ST,30.7603064,-81.5774439,1,31558,OK,premise
96,ROOFTOP,386 SMITH ST,"386 Smith St, Providence, RI 02908, USA",ChIJ0_ELnAZF5IkRHa9tCAj-CKU,386 SMITH ST,41.8345286,-71.4243401,2,02908,OK,premise
97,ROOFTOP,201 BRANCH AVE,"201 Branch Ave, Providence, RI 02904, USA",ChIJPeSP4OVE5IkR5njZEW1Sk-g,201 BRANCH AVE,41.8473772,-71.4124033,1,02904,OK,premise
98,ROOFTOP,59 WESLEYAN AVE,"59 Wesleyan Ave, Warwick, RI 02886, USA",ChIJ5ad80k5M5IkR44jljwMKONA,59 WESLEYAN AVE,41.7035513,-71.4381228,2,02886,OK,premise
99,ROOFTOP,59 WESLEYAN AVE,"59 Wesleyan Ave, Warwick, RI 02886, USA",ChIJ5ad80k5M5IkR44jljwMKONA,59 WESLEYAN AVE,41.7035513,-71.4381228,2,02886,OK,premise
100,ROOFTOP,59 WESLEYAN AVE,"59 Wesleyan Ave, Warwick, RI 02886, USA",ChIJ5ad80k5M5IkR44jljwMKONA,59 WESLEYAN AVE,41.7035513,-71.4381228,2,02886,OK,premise
101,ROOFTOP,59 WESLEYAN AVE,"59 Wesleyan Ave, Warwick, RI 02886, USA",ChIJ5ad80k5M5IkR44jljwMKONA,59 WESLEYAN AVE,41.7035513,-71.4381228,2,02886,OK,premise
102,ROOFTOP,59 WESLEYAN AVE,"59 Wesleyan Ave, Warwick, RI 02886, USA",ChIJ5ad80k5M5IkR44jljwMKONA,59 WESLEYAN AVE,41.7035513,-71.4381228,2,02886,OK,premise
103,ROOFTOP,11 DORRANCE ST,"11 Dorrance St, Providence, RI 02903, USA",ChIJ3cet5hNF5IkR_2VkLsx2UDQ,11 DORRANCE ST,41.824317,-71.413276,1,02903,OK,street_address
104,ROOFTOP,372 WAYLAND AVE,"372 Wayland Ave, Providence, RI 02906, USA",ChIJkeMU5ylF5IkRjh79O6Cz1Gc,372 WAYLAND AVE,41.83471369999999,-71.389715,1,02906,OK,premise
105,ROOFTOP,PINE ST & PAGE ST,"444 Harrison Ave, Boston, MA 02118, USA",ChIJy-cZ2mx644kRfCYZlMYD7Ws,PINE ST & PAGE ST,42.3431523,-71.064588,1,02118,OK,"establishment,point_of_interest"
106,ROOFTOP,109 COMSTOCK AVE,"109 Comstock Ave, Syracuse, NY 13210, USA",ChIJBS0uvgnz2YkR_Y6LFmXNpIw,109 COMSTOCK AVE,43.0459762,-76.1303192,1,13210,OK,premise
107,ROOFTOP,109 COMSTOCK AVE,"109 Comstock Ave, Syracuse, NY 13210, USA",ChIJBS0uvgnz2YkR_Y6LFmXNpIw,109 COMSTOCK AVE,43.0459762,-76.1303192,1,13210,OK,premise
108,ROOFTOP,115 CEDAR ST,"115 Cedar St, Ventura, CA 93001, USA",ChIJ9xz-cPOs6YAR5NfMC8A_UCw,115 CEDAR ST,34.2822161,-119.2994126,2,93001,OK,premise
109,ROOFTOP,7 PROVIDENCE PL,"7 Providence Pl, Providence, RI 02903, USA",ChIJx5aVaBBF5IkRvTLb-YKRJrE,7 PROVIDENCE PL,41.828897,-71.415913,1,02903,OK,street_address
110,GEOMETRIC_CENTER,HAWTHORNE ST & ELMWOOD AVE,"Hawthorne St, Brooklyn, NY, USA",ChIJj1cIb29bwokRYRzde4xnmW0,HAWTHORNE ST & ELMWOOD AVE,40.6579185,-73.94886810000001,3,,OK,route
111,ROOFTOP,53 ASHBURTON ST,"53 Ashburton St, Providence, RI 02904, USA",ChIJpZiUph1F5IkRjjKn3lvbEn8,53 ASHBURTON ST,41.8377582,-71.41483579999999,2,02904,OK,premise
112,ROOFTOP,50 KENNEDY PLZ,"50 Kennedy Plaza, Providence, RI 02903, USA",ChIJ8Yk2lxZF5IkRU3qDeDs1_4g,50 KENNEDY PLZ,41.8249319,-71.41061719999999,1,02903,OK,street_address
113,ROOFTOP,500 EXCHANGE ST,"500 Exchange St, Providence, RI 02903, USA",ChIJx8b4xhBF5IkRueTLIS6Xo3k,500 EXCHANGE ST,41.8281249,-71.4132426,2,02903,OK,street_address
114,ROOFTOP,25 DORRANCE ST,"25 Dorrance St, Providence, RI 02903, USA",ChIJIVpO5RNF5IkR41xenZ2EymE,25 DORRANCE ST,41.8239932,-71.4129367,2,02903,OK,premise
115,ROOFTOP,180 WESTMINSTER ST,"180 Westminster St, Providence, RI 02903, USA",ChIJnSVyDBRF5IkRbOvJlap6lSo,180 WESTMINSTER ST,41.8233494,-71.4116937,2,02903,OK,street_address
116,RANGE_INTERPOLATED,150 UNION ST,"150 Union St, Brooklyn, NY 11231, USA",EiUxNTAgVW5pb24gU3QsIEJyb29rbHluLCBOWSAxMTIzMSwgVVNBIhsSGQoUChIJJfs6_1tawokRKcsnrjR_hiUQlgE,150 UNION ST,40.6839166,-74.0012958,4,11231,OK,street_address
117,RANGE_INTERPOLATED,150 UNION ST,"150 Union St, Brooklyn, NY 11231, USA",EiUxNTAgVW5pb24gU3QsIEJyb29rbHluLCBOWSAxMTIzMSwgVVNBIhsSGQoUChIJJfs6_1tawokRKcsnrjR_hiUQlgE,150 UNION ST,40.6839166,-74.0012958,4,11231,OK,street_address
118,ROOFTOP,25 DORRANCE ST,"25 Dorrance St, Providence, RI 02903, USA",ChIJIVpO5RNF5IkR41xenZ2EymE,25 DORRANCE ST,41.8239932,-71.4129367,2,02903,OK,premise
